go_term,background_gene_count,train_variance,passed_variance_filter,mutual_information,mi_rank,selected
GO:0000028,31,0.00017138171824626625,True,0.0,704,False
GO:0000045,40,0.0007064281380735338,True,0.0032276409030256303,288,False
GO:0000049,25,3.0446839446085505e-05,False,,,False
GO:0000082,39,3.3404339774278924e-05,True,0.0,475,False
GO:0000103,22,0.00521892448887229,True,0.021541253402849625,37,True
GO:0000118,45,3.181556166964583e-05,True,0.0019675528377276486,323,False
GO:0000122,38,4.165719656157307e-05,True,0.005657713035752021,235,False
GO:0000137,41,8.185634214896709e-05,True,0.0,479,False
GO:0000138,86,0.0007482458022423089,True,0.0,480,False
GO:0000139,104,0.0015373732894659042,True,0.005304668190726725,248,False
GO:0000145,36,2.5990417270804755e-05,False,,,False
GO:0000149,72,0.0006340463296510279,True,0.01872588435656053,49,True
GO:0000151,74,4.7959681978682056e-05,True,0.011324491847058082,130,False
GO:0000154,64,2.77212693617912e-05,False,,,False
GO:0000156,33,9.707567369332537e-05,True,0.0,484,False
GO:0000159,23,0.0005467860028147697,True,0.008843996096778328,176,False
GO:0000160,30,8.93772958079353e-05,True,0.0,485,False
GO:0000162,22,0.0012243470409885049,True,0.0,486,False
GO:0000166,26,2.7875241357833147e-05,False,,,False
GO:0000209,52,0.00018067359633278102,True,0.0,487,False
GO:0000226,61,0.00039917754475027323,True,0.01096814813674274,137,False
GO:0000278,57,0.00044568057637661695,True,0.013852905380922653,92,False
GO:0000287,50,0.001358692068606615,True,0.0,490,False
GO:0000302,37,0.0003642123774625361,True,0.0002729049538348072,376,False
GO:0000307,57,4.719341086456552e-05,True,0.004162309545831189,274,False
GO:0000311,23,3.072258914471604e-05,True,0.005360367136259203,245,False
GO:0000325,698,0.0031524121295660734,True,0.018568108447665654,52,True
GO:0000373,29,4.038466795464046e-05,True,0.0,470,False
GO:0000398,154,0.0007311906665563583,True,0.002871112920990848,296,False
GO:0000419,21,6.843707978987368e-06,False,,,False
GO:0000423,21,0.00035373642458580434,True,0.00363385269761185,282,False
GO:0000462,26,2.941385901067406e-05,False,,,False
GO:0000502,54,0.0004909484414383769,True,0.01621698211502598,69,False
GO:0000724,68,0.0007429085671901703,True,0.0,454,False
GO:0000785,119,0.0003214584430679679,True,0.0038952356168961977,277,False
GO:0000786,21,4.789899685420096e-05,True,0.012254406316381639,114,False
