dataset_source,primary_ratio,positive_fraction_train,positive_fraction_test,n_pathway_source_records,n_source_kegg,n_source_aracyc,n_modelling_groups,n_group_kegg_stratum,n_group_aracyc_stratum,n_pathways,n_kegg,n_aracyc,n_exact_duplicate_groups,n_collapsed_extra_records,n_mixed_source_groups,n_mixed_family_groups,n_gene_go,n_raw_go_terms,n_selected_go,n_features,n_pathway_member_genes,n_go_annotated_pathway_genes,pathway_gene_go_coverage
raw,1:1,0.5,0.5,538,155,383,512,155,357,512,155,357,20,26,1,4,28998,7067,60,69,7333,7184,0.9796808945861175
