go_term,background_gene_count,train_variance,passed_variance_filter,mutual_information,mi_rank,selected
GO:0000028,31,0.00017347975517623127,True,0.0,704,False
GO:0000045,40,0.0008763793739490211,True,0.011647032632107868,232,False
GO:0000049,25,4.9002283049048856e-05,True,0.0,462,False
GO:0000082,39,1.3720653441851027e-05,False,,,False
GO:0000103,22,0.0044243051670491695,True,0.010389537562198292,253,False
GO:0000118,45,1.846327359089628e-05,False,,,False
GO:0000122,38,3.124817521893419e-05,True,0.010147470672559278,256,False
GO:0000137,41,7.079659553710371e-05,True,0.011099164802263362,241,False
GO:0000138,86,0.0005995379760861397,True,0.0,466,False
GO:0000139,104,0.002097885124385357,True,0.006898039699975378,295,False
GO:0000145,36,3.303021003375761e-05,True,0.007980690424383763,279,False
GO:0000149,72,0.0008118960540741682,True,0.008062882728883114,277,False
GO:0000151,74,3.0033101211301982e-05,True,0.0002906593222551379,382,False
GO:0000154,64,5.943828000454232e-06,False,,,False
GO:0000156,33,6.392606883309782e-05,True,0.0,467,False
GO:0000159,23,0.0010625715367496014,True,0.02346841502908048,95,False
GO:0000160,30,7.175331120379269e-05,True,0.0,460,False
GO:0000162,22,0.002223928924649954,True,0.0,469,False
GO:0000166,26,1.0663922694220673e-05,False,,,False
GO:0000209,52,0.0002167437196476385,True,0.0,471,False
GO:0000226,61,0.00031953773577697575,True,0.0,472,False
GO:0000278,57,0.0004370173264760524,True,0.009090435007965691,264,False
GO:0000287,50,0.0017531242920085788,True,0.0,473,False
GO:0000302,37,0.00041115997009910643,True,0.0,474,False
GO:0000307,57,1.566248101880774e-05,False,,,False
GO:0000311,23,5.606461854767986e-06,False,,,False
GO:0000325,698,0.00355672650039196,True,0.025714594117589806,76,False
GO:0000373,29,1.3123996723152231e-05,False,,,False
GO:0000398,154,0.0006554493447765708,True,0.011344500746668373,237,False
GO:0000419,21,9.598936230759136e-06,False,,,False
GO:0000423,21,0.00043094478314742446,True,0.0,477,False
GO:0000462,26,8.199563126254361e-06,False,,,False
GO:0000502,54,0.0009325415012426674,True,0.0,478,False
GO:0000724,68,0.0009726198040880263,True,0.0031685274581512157,339,False
GO:0000785,119,0.0002445991267450154,True,0.023155487342691794,99,False
GO:0000786,21,5.403102841228247e-05,True,0.04278157059376575,17,True
GO:0000911,46,7.777832070132717e-05,True,0.01948026158965277,122,False
GO:0000932,70,0.0001512626331532374,True,0.017624636714371977,147,False
GO:0000976,758,0.0005878605879843235,True,0.03444708201794899,36,True
GO:0000977,26,6.33148829365382e-06,False,,,False
GO:0000978,223,0.0001356021239189431,True,0.045530902781332205,12,True
GO:0000981,275,0.00017914510681293905,True,0.03323555902983788,45,True
GO:0000987,57,3.1505343940807506e-05,True,0.006047421939482822,307,False
GO:0001216,36,2.7365285859559663e-05,True,0.00037974694621745186,381,False
GO:0001510,21,2.6376430923846783e-06,False,,,False
GO:0001653,20,3.617878292061505e-06,False,,,False
GO:0001666,46,0.0011140754213556647,True,0.028737883812391063,63,False
GO:0002181,51,9.71930130617693e-05,True,0.0,442,False
GO:0002213,37,0.00017551833298057318,True,0.014936401531941979,186,False
GO:0002229,74,8.749630069360137e-05,True,0.014716613435101555,187,False
GO:0002237,41,4.90688398713246e-05,True,0.018493905074910444,134,False
GO:0002239,25,2.529018820496276e-05,True,0.00015573000708424267,384,False
GO:0003333,51,0.0012337371008470654,True,0.0007568117418865761,374,False
GO:0003676,160,0.00010438841854920611,True,0.006063947268557968,306,False
GO:0003677,552,0.0006529871025122702,True,0.0,445,False
GO:0003680,26,1.063271065504523e-05,False,,,False
GO:0003682,137,0.0003000822034664452,True,0.0,446,False
GO:0003684,27,0.00019532814621925354,True,0.010289223774299083,255,False
GO:0003690,100,0.0004087531706318259,True,0.0034441778603406803,333,False
GO:0003697,67,0.00016423761553596705,True,0.0,438,False
GO:0003700,1615,0.0017249000957235694,True,0.07318130114461696,4,True
GO:0003712,74,5.7523033319739625e-05,True,0.0,449,False
GO:0003713,44,7.294512761291116e-05,True,0.0,450,False
GO:0003714,50,4.6453435061266646e-05,True,0.0,451,False
GO:0003723,603,0.0008886914583854377,True,0.042028902382499345,19,True
GO:0003724,66,0.0001474077143939212,True,0.014238594936572202,193,False
GO:0003727,32,7.460191227437463e-06,False,,,False
GO:0003729,1161,0.005146171431988478,True,0.0384745488474898,28,True
GO:0003735,332,0.0014975281665101647,True,0.013554355936013174,203,False
GO:0003743,77,3.374332300154492e-05,True,0.01427758379549049,192,False
GO:0003755,57,2.3770118787069805e-05,True,0.0007756075455662703,373,False
GO:0003756,21,2.5952707801479846e-05,True,0.0062782589639156505,304,False
GO:0003777,41,0.00032084411941468716,True,0.0,453,False
GO:0003779,49,9.324547863798216e-05,True,0.01605860632053724,171,False
GO:0003824,47,0.0007362362812273204,True,0.035469382647713044,35,True
GO:0003899,21,2.4826518711051904e-05,True,0.0,456,False
GO:0003924,181,0.004106258973479271,True,0.0,479,False
GO:0003954,21,0.00020824067178182304,True,0.0033670775330869596,336,False
GO:0003993,43,0.0020864373072981834,True,0.01069146042653557,247,False
GO:0004175,24,3.9924398151924834e-05,True,0.0,481,False
GO:0004176,34,2.7186736133444356e-06,False,,,False
GO:0004185,33,3.835898678516969e-05,True,0.0,492,False
GO:0004190,46,1.3113175555190537e-05,False,,,False
GO:0004197,52,5.111400241730735e-05,True,0.011576892823595752,234,False
GO:0004222,46,1.6935780877247453e-05,False,,,False
GO:0004252,116,7.05279380781576e-05,True,0.0,506,False
GO:0004364,57,0.0003237435594201088,True,0.0,507,False
GO:0004386,33,2.2568874555872753e-05,True,0.03103749587004012,51,True
GO:0004402,25,8.524082659278065e-05,True,0.0,509,False
GO:0004497,98,0.006463414058089256,True,0.0,510,False
GO:0004519,22,1.3990017578180414e-05,False,,,False
GO:0004521,34,1.8598209862830117e-05,True,0.0,511,False
GO:0004523,47,2.5960729544749483e-05,True,0.0,512,False
GO:0004540,29,1.3726835277338978e-05,False,,,False
GO:0004553,48,8.338146290043369e-05,True,0.0,513,False
GO:0004565,22,3.1045750802149996e-05,True,0.019352726486057348,124,False
GO:0004568,23,6.487425707746297e-05,True,0.017112943355371613,161,False
GO:0004601,64,0.0013622103724628687,True,0.044251606320992565,16,True
GO:0004650,69,0.00014934345381334424,True,0.0018838356777435283,359,False
GO:0004672,489,0.0003792232892010361,True,0.045440131649171045,13,True
GO:0004674,642,0.0006245793774724007,True,0.029829556671528756,59,True
GO:0004675,47,5.890149259357713e-05,True,0.048222598064547206,10,True
GO:0004683,47,3.103175185970031e-05,True,0.0,518,False
GO:0004707,20,1.7601427316549234e-05,False,,,False
GO:0004712,48,3.337581438245252e-05,True,0.0,519,False
GO:0004721,23,1.0867717719520442e-05,False,,,False
GO:0004722,86,0.00018543217447586358,True,0.002142684422876462,352,False
GO:0004842,253,0.00037184887332841754,True,0.01567916819068582,180,False
GO:0004843,64,3.3283387892879546e-05,True,0.0,521,False
GO:0004857,63,5.713452628697269e-05,True,0.03938002960929077,26,True
GO:0005085,40,1.47626251418842e-05,False,,,False
GO:0005096,58,7.404856296489015e-05,True,0.018890078668758248,132,False
GO:0005102,26,0.00010514405585126951,True,0.0,502,False
GO:0005179,56,1.7688143998384476e-05,False,,,False
GO:0005198,32,1.982163666980341e-05,True,0.0,501,False
GO:0005199,28,7.797849320922978e-06,False,,,False
GO:0005200,33,0.00043960678158327937,True,0.0,483,False
GO:0005217,20,7.949988685140852e-06,False,,,False
GO:0005262,46,3.190325151081197e-05,True,0.01756350747813107,149,False
GO:0005315,40,2.3596205210196786e-05,True,0.010729105275226747,246,False
GO:0005345,23,1.0593073056952562e-05,False,,,False
