dataset_source,primary_ratio,positive_fraction_train,positive_fraction_test,n_pathways,n_kegg,n_aracyc,n_gene_go,n_raw_go_terms,n_selected_go,n_features,n_pathway_member_genes,n_go_annotated_pathway_genes,pathway_gene_go_coverage
raw,1:5,0.16666666666666666,0.16666666666666666,538,155,383,28998,7067,60,69,7333,7184,0.9796808945861175
