go_term,background_gene_count,train_variance,passed_variance_filter,mutual_information,mi_rank,selected
GO:0000028,31,0.00014029949670657516,True,0.0,704,False
GO:0000045,40,0.0005909134051762521,True,0.00525238332613287,278,False
GO:0000049,25,3.907681457349099e-05,True,0.0,401,False
GO:0000082,39,2.3891501768957824e-05,False,,,False
GO:0000103,22,0.004514005035161972,True,0.02291154641828652,58,True
GO:0000118,45,1.3718296031584032e-05,False,,,False
GO:0000122,38,3.1328268960351124e-05,True,0.0,395,False
GO:0000137,41,5.864271224709228e-05,True,0.01665565062680119,108,False
GO:0000138,86,0.0004643508291337639,True,0.0,411,False
GO:0000139,104,0.001609864761121571,True,0.0,408,False
GO:0000145,36,3.0841518309898674e-05,True,0.00459220238123681,290,False
GO:0000149,72,0.0005587853374890983,True,0.024197828746349348,50,True
GO:0000151,74,4.5310436689760536e-05,True,0.012152524131452402,167,False
GO:0000154,64,9.841952305578161e-06,False,,,False
GO:0000156,33,5.162753950571641e-05,True,0.0011735696303021292,356,False
GO:0000159,23,0.0007172095938585699,True,0.0019396372540956275,336,False
GO:0000160,30,7.420004112645984e-05,True,0.0,445,False
GO:0000162,22,0.0016009171959012747,True,0.0,448,False
GO:0000166,26,1.0316452971892431e-05,False,,,False
GO:0000209,52,0.00017503267736174166,True,0.0,451,False
GO:0000226,61,0.0004713851376436651,True,0.013924161187601758,145,False
GO:0000278,57,0.0005492961499840021,True,0.00419342330199024,296,False
GO:0000287,50,0.0016050036065280437,True,0.0,414,False
GO:0000302,37,0.00029875405016355217,True,0.0,417,False
GO:0000307,57,3.562872370821424e-05,True,0.009138419428335043,212,False
GO:0000311,23,4.069236456416547e-05,True,0.005780619244275531,264,False
GO:0000325,698,0.0031636885832995176,True,0.01334163546311995,149,False
GO:0000373,29,4.580045788316056e-05,True,0.0020656351521053384,330,False
GO:0000398,154,0.000796438951510936,True,0.004833279263310786,284,False
GO:0000419,21,6.406788088497706e-06,False,,,False
GO:0000423,21,0.0002900137915275991,True,0.001128581509354687,357,False
GO:0000462,26,1.0375505553383846e-05,False,,,False
GO:0000502,54,0.0006315787904895842,True,0.030193259980764386,20,True
GO:0000724,68,0.0007246173918247223,True,0.0016887183552016793,340,False
GO:0000785,119,0.0003232281596865505,True,0.004823471551230529,285,False
GO:0000786,21,5.229720045463182e-05,True,0.017600015265294422,96,False
GO:0000911,46,6.630961433984339e-05,True,0.015421116799046342,124,False
GO:0000932,70,0.0002961840364150703,True,0.005776281495784463,265,False
GO:0000976,758,0.0007039521588012576,True,0.03256498964514498,15,True
GO:0000977,26,1.266560320800636e-05,False,,,False
GO:0000978,223,0.00020438912906683981,True,0.014579047007255985,133,False
GO:0000981,275,0.0002489633043296635,True,0.03643963400821981,10,True
GO:0000987,57,4.5312015572562814e-05,True,0.0,430,False
GO:0001216,36,2.099052471749019e-05,False,,,False
GO:0001510,21,3.6797175653191516e-06,False,,,False
GO:0001653,20,1.1886921129189432e-05,False,,,False
GO:0001666,46,0.0012000900460407138,True,0.010199895062577458,197,False
GO:0002181,51,9.3288384960033e-05,True,0.0,429,False
GO:0002213,37,0.0001718832936603576,True,0.0018936271514011782,339,False
GO:0002229,74,9.571894042892382e-05,True,0.0005114545014266447,366,False
GO:0002237,41,6.863277667434886e-05,True,0.0070355705291667014,246,False
GO:0002239,25,4.508994607022032e-05,True,0.005999181591951119,259,False
GO:0003333,51,0.0010281035210937262,True,0.0,415,False
GO:0003676,160,0.00014163907326292247,True,0.0,439,False
GO:0003677,552,0.0009296742500737309,True,0.022496838792992246,60,True
GO:0003680,26,1.9298415281809866e-05,False,,,False
GO:0003682,137,0.0003833615919575095,True,0.010137663333267932,198,False
GO:0003684,27,0.00014859909424558282,True,0.0,458,False
GO:0003690,100,0.00041185086593031883,True,0.022206044241180223,62,False
GO:0003697,67,0.00016349385259673,True,0.0021486461458120054,328,False
GO:0003700,1615,0.0021032318472862244,True,0.03357878574440809,13,True
GO:0003712,74,5.526696259039454e-05,True,0.0,456,False
GO:0003713,44,0.00010336754348827526,True,0.01924639053175814,88,False
GO:0003714,50,4.317493949201889e-05,True,0.0,455,False
GO:0003723,603,0.0011446371208876371,True,0.028115104461906792,31,True
GO:0003724,66,0.00015817955136299133,True,0.0,452,False
GO:0003727,32,9.850222340901382e-06,False,,,False
GO:0003729,1161,0.005441756919026375,True,0.023580710054452725,54,True
GO:0003735,332,0.0011289160465821624,True,0.019501655513133764,84,False
GO:0003743,77,6.195204332470894e-05,True,0.02377046983294373,53,True
GO:0003755,57,2.9752916816505603e-05,True,0.0,444,False
GO:0003756,21,2.0905365090584382e-05,False,,,False
GO:0003777,41,0.0003022175806108862,True,0.010460454018232923,186,False
GO:0003779,49,7.445313531206921e-05,True,0.001976682638161309,335,False
GO:0003824,47,0.001106882467865944,True,0.0,438,False
GO:0003899,21,4.440594057086855e-05,True,0.0,404,False
GO:0003924,181,0.003498790320008993,True,0.0,388,False
GO:0003954,21,0.00028962225769646466,True,0.007562250396806247,235,False
GO:0003993,43,0.0014084636932238936,True,0.0,386,False
GO:0004175,24,3.1403022148879245e-05,True,0.0,383,False
GO:0004176,34,2.0225899788783863e-05,False,,,False
GO:0004185,33,3.073347033932805e-05,True,0.024454229104321712,48,True
GO:0004190,46,4.764138429891318e-05,True,0.0,380,False
GO:0004197,52,5.801052611786872e-05,True,0.0,372,False
GO:0004222,46,2.2686412194161676e-05,False,,,False
GO:0004252,116,0.00010486693645361811,True,0.02615276763040253,36,True
GO:0004364,57,0.00030796145438216627,True,0.011218777011314573,177,False
GO:0004386,33,2.650539499882143e-05,True,0.0,377,False
GO:0004402,25,7.803225162206218e-05,True,0.0,376,False
GO:0004497,98,0.0052017285488545895,True,0.0033339104774456896,301,False
GO:0004519,22,3.2587726309429854e-05,True,0.0,374,False
GO:0004521,34,1.6028308891691267e-05,False,,,False
GO:0004523,47,3.122608904959634e-05,True,0.0169033185644758,104,False
GO:0004540,29,1.537320167699363e-05,False,,,False
GO:0004553,48,0.00015531311510130763,True,0.0,392,False
GO:0004565,22,5.368750498746522e-05,True,0.028945037468897095,25,True
GO:0004568,23,9.362437413074076e-05,True,0.01166014044586805,171,False
GO:0004601,64,0.0009388525504618883,True,0.03931636799036453,8,True
GO:0004650,69,0.00015830519259907305,True,0.01998518777855751,79,False
GO:0004672,489,0.0005767864058725536,True,0.045349280855373486,6,True
GO:0004674,642,0.0009107314399443567,True,0.018987775947526764,90,False
GO:0004675,47,4.706969775725156e-05,True,0.0,391,False
GO:0004683,47,3.0703718948643655e-05,True,0.0,410,False
GO:0004707,20,4.897160761174746e-05,True,0.007499194378299157,236,False
GO:0004712,48,2.7264710297458805e-05,True,0.002860811952099418,310,False
GO:0004721,23,1.3847497939423192e-05,False,,,False
GO:0004722,86,0.00015025924949441105,True,0.03325082821374514,14,True
GO:0004842,253,0.0003581269411370158,True,0.00696562884577534,247,False
GO:0004843,64,4.19778807554394e-05,True,0.0,384,False
GO:0004857,63,5.842479731654748e-05,True,0.0,389,False
GO:0005085,40,3.19097816827707e-05,True,0.0012301427866390213,351,False
GO:0005096,58,8.671728573972359e-05,True,0.0,428,False
GO:0005102,26,0.00010070393909700215,True,0.015251856078762005,127,False
GO:0005179,56,6.810003105783835e-05,True,0.008220304689346092,223,False
GO:0005198,32,1.950133992068004e-05,False,,,False
GO:0005199,28,2.2758516934118234e-05,False,,,False
GO:0005200,33,0.0006185252568684518,True,0.01155399242703159,176,False
GO:0005217,20,2.266967567265965e-05,False,,,False
GO:0005262,46,7.946425466798246e-05,True,0.025879862107023754,39,True
GO:0005315,40,3.8995240174699575e-05,True,0.009996132291544724,202,False
GO:0005345,23,1.2433291885827202e-05,False,,,False
GO:0005381,22,0.00015055766561999917,True,0.0,382,False
GO:0005384,26,4.7156318032648414e-05,True,0.01551230810888704,122,False
GO:0005385,22,0.00016402067558374256,True,0.0,407,False
GO:0005484,50,0.0008350401767529547,True,0.0,371,False
GO:0005506,156,0.004858248867094517,True,0.0,393,False
GO:0005507,150,0.0035766272339969873,True,0.0,397,False
GO:0005509,194,0.000304532703012228,True,0.0009129068262716533,361,False
GO:0005515,4621,0.019122235476970673,True,0.023026683708494255,56,True
GO:0005516,170,0.00042392127215862274,True,0.0,399,False
GO:0005524,421,0.0024128241930156946,True,0.0,402,False
GO:0005525,147,0.003788556670770049,True,0.0,403,False
GO:0005543,30,4.193289714748971e-05,True,0.0011848037662998134,355,False
GO:0005546,49,1.7318359823548235e-05,False,,,False
GO:0005575,3856,0.01012499164789915,True,0.029389744430738496,24,True
GO:0005576,2985,0.010047921910881996,True,0.03201723245946786,18,True
GO:0005615,124,0.00013025023508816957,True,0.01622658975909541,116,False
GO:0005622,107,0.00024655243032611907,True,0.0,390,False
GO:0005635,81,0.0003627405676525086,True,0.0,375,False
GO:0005643,29,6.623150693485513e-05,True,0.0008262527048930046,362,False
GO:0005654,125,0.00020405673421919346,True,0.0,379,False
GO:0005665,21,2.7406972549215425e-06,False,,,False
GO:0005666,26,2.0779723854502663e-05,False,,,False
GO:0005667,20,7.230669871205464e-05,True,0.013168299483666601,153,False
GO:0005680,24,3.0546892958227545e-05,True,0.0,385,False
GO:0005681,41,0.0001257363910553977,True,0.020616451400893743,74,False
GO:0005685,28,3.0443432478932664e-05,True,0.01661974697757085,110,False
GO:0005686,40,0.00015418823750223964,True,0.0,387,False
GO:0005694,30,8.872637408785522e-05,True,0.0043345691133129804,294,False
GO:0005730,464,0.0017654651310294867,True,0.016159149807598583,117,False
GO:0005732,64,1.9693092326633632e-05,False,,,False
GO:0005737,4796,0.058884430676698685,True,0.021732509408422196,64,False
GO:0005739,4447,0.03022451512515545,True,0.024547982507306276,47,True
GO:0005741,52,0.00035324663622304797,True,0.024319421313906187,49,True
GO:0005743,72,0.00013997855421621352,True,0.0,441,False
GO:0005744,22,8.861165042617358e-06,False,,,False
GO:0005759,53,0.000394324742956087,True,0.0,442,False
