configuration,primary_ratio,d,feature_selection_protocol,scale_pos_weight,test_auroc,test_auprc,f1,precision,recall,brier,delta_auroc_vs_full
full,1:4,69,primary_train_fixed60,4.0,0.8664909122085048,0.5958729223742293,0.5801526717557252,0.4935064935064935,0.7037037037037037,0.13750992715358734,0.0
go_only,1:4,60,primary_train_fixed60,4.0,0.8167009602194788,0.466999764433937,0.5068493150684932,0.40217391304347827,0.6851851851851852,0.1546742171049118,-0.04978995198902603
jaccard_only,1:4,4,primary_train_fixed60,4.0,0.757340963648834,0.4018009483682969,0.45774647887323944,0.3693181818181818,0.6018518518518519,0.1832815706729889,-0.10914994855967086
size_only,1:4,5,primary_train_fixed60,4.0,0.7935956790123457,0.4419287603481291,0.4659498207885305,0.38011695906432746,0.6018518518518519,0.17045697569847107,-0.07289523319615909
minus_go,1:4,9,primary_train_fixed60,4.0,0.8449931412894375,0.5445119557714446,0.5243445692883895,0.44025157232704404,0.6481481481481481,0.1431351900100708,-0.02149777091906735
minus_jaccard,1:4,65,primary_train_fixed60,4.0,0.8322830932784635,0.5349547890400002,0.5467625899280576,0.4470588235294118,0.7037037037037037,0.15237624943256378,-0.03420781893004132
minus_size,1:4,64,primary_train_fixed60,4.0,0.8517875514403292,0.5702961459113072,0.5538461538461539,0.47368421052631576,0.6666666666666666,0.14071869850158691,-0.014703360768175577
