go_term,background_gene_count,train_variance,passed_variance_filter,mutual_information,mi_rank,selected
GO:0000028,31,0.00015443724987562746,True,0.0038827528940452716,244,False
GO:0000045,40,0.0005784075474366546,True,0.0034745028859648475,260,False
GO:0000049,25,2.604973087727558e-05,False,,,False
GO:0000082,39,2.9602708309539594e-05,False,,,False
GO:0000103,22,0.0046312687918543816,True,0.0,408,False
GO:0000118,45,3.5862132790498435e-05,True,0.018829216463577714,28,True
GO:0000122,38,5.917700764257461e-05,True,0.0,414,False
GO:0000137,41,8.405783592024818e-05,True,0.007596760685275816,146,False
GO:0000138,86,0.000724939804058522,True,0.0,422,False
GO:0000139,104,0.001730495598167181,True,0.0,424,False
GO:0000145,36,2.9049218937871046e-05,False,,,False
GO:0000149,72,0.000727236270904541,True,0.011695089919252277,77,False
GO:0000151,74,5.583403617492877e-05,True,0.02036550590075148,23,True
GO:0000154,64,4.81235038023442e-05,True,0.019141117518018724,27,True
GO:0000156,33,8.47714181873016e-05,True,0.0,487,False
GO:0000159,23,0.0005927912425249815,True,0.006645263632293341,170,False
GO:0000160,30,7.389955135295168e-05,True,0.0,476,False
GO:0000162,22,0.0011324051301926374,True,0.0,494,False
GO:0000166,26,2.239507193735335e-05,False,,,False
GO:0000209,52,0.00023329249233938754,True,0.0,512,False
GO:0000226,61,0.00034378908458165824,True,0.002394927812011005,299,False
GO:0000278,57,0.00039368425495922565,True,0.0028409856222992858,279,False
GO:0000287,50,0.0011349784908816218,True,0.0,504,False
GO:0000302,37,0.0003776539524551481,True,0.0,500,False
GO:0000307,57,6.089356611482799e-05,True,0.00016834500464590896,375,False
GO:0000311,23,3.564302824088372e-05,True,0.0010597795761364548,340,False
GO:0000325,698,0.003314800327643752,True,0.008617423453335604,127,False
GO:0000373,29,4.410657857079059e-05,True,0.0,443,False
GO:0000398,154,0.0006101170438341796,True,0.009160148427004522,120,False
GO:0000419,21,1.2701393643510528e-05,False,,,False
GO:0000423,21,0.0002831821911968291,True,0.008493934979141526,129,False
GO:0000462,26,2.9331071345950477e-05,False,,,False
GO:0000502,54,0.0005436864448711276,True,0.005442631704018375,196,False
GO:0000724,68,0.0006273197359405458,True,0.0,461,False
GO:0000785,119,0.0003169199626427144,True,0.0012701619607358161,333,False
GO:0000786,21,4.403646380524151e-05,True,0.01054223912011798,97,False
GO:0000911,46,7.196963997557759e-05,True,0.003884401917590985,243,False
GO:0000932,70,0.00027064373716712,True,0.0108076529692116,89,False
GO:0000976,758,0.0009072050452232361,True,0.02822605215195728,8,True
GO:0000977,26,4.206059020361863e-05,True,0.0,456,False
GO:0000978,223,0.00021383284183684736,True,0.022437857627696234,16,True
GO:0000981,275,0.0002950013440568,True,0.0,458,False
GO:0000987,57,5.4068168537924066e-05,True,0.014018213801235246,55,True
GO:0001216,36,3.5492841561790556e-05,True,0.0,460,False
GO:0001510,21,1.4628880308009684e-05,False,,,False
GO:0001653,20,1.2838043403462507e-05,False,,,False
GO:0001666,46,0.0010885822121053934,True,0.0,462,False
GO:0002181,51,8.739718759898096e-05,True,0.005226574371818504,205,False
GO:0002213,37,0.00022688781609758735,True,0.007158204608559426,160,False
GO:0002229,74,8.243631600635126e-05,True,0.002443269647477875,296,False
GO:0002237,41,7.485078094759956e-05,True,0.0016709397054157638,319,False
GO:0002239,25,4.303166861063801e-05,True,0.0033310772721186765,266,False
GO:0003333,51,0.00110133015550673,True,0.0026101893702590306,289,False
GO:0003676,160,0.0002550366334617138,True,0.006038997897465759,185,False
GO:0003677,552,0.0011746103409677744,True,0.010160144772937807,106,False
GO:0003680,26,1.859171243268065e-05,False,,,False
GO:0003682,137,0.0003536005679052323,True,0.007516499564968804,149,False
GO:0003684,27,0.00019050267292186618,True,0.0,469,False
GO:0003690,100,0.0003974962455686182,True,0.0,470,False
GO:0003697,67,0.00016865311772562563,True,0.005178125470317596,207,False
GO:0003700,1615,0.0025969804264605045,True,0.04947117759081521,1,True
GO:0003712,74,0.00011001529492205009,True,0.0009346568972661284,347,False
GO:0003713,44,9.697172208689153e-05,True,0.0,453,False
GO:0003714,50,5.717066233046353e-05,True,0.0,452,False
GO:0003723,603,0.0010705911554396152,True,0.018534290465126002,32,True
GO:0003724,66,0.00015099914162419736,True,0.0,433,False
GO:0003727,32,1.309050821873825e-05,False,,,False
GO:0003729,1161,0.004797588102519512,True,0.021175932754227356,19,True
GO:0003735,332,0.0008867178694345057,True,0.011245882813082142,84,False
GO:0003743,77,6.178857438499108e-05,True,0.011743147802989462,75,False
GO:0003755,57,6.250433943932876e-05,True,0.00435271694852446,231,False
GO:0003756,21,4.440741031430662e-05,True,0.0,437,False
GO:0003777,41,0.00025521317729726434,True,0.0,438,False
GO:0003779,49,6.612530705751851e-05,True,0.0014664362495215855,327,False
GO:0003824,47,0.0009139602771028876,True,0.0,439,False
GO:0003899,21,2.9171231290092692e-05,False,,,False
GO:0003924,181,0.0026797857135534286,True,0.017784261835860127,42,True
GO:0003954,21,0.0003074090927839279,True,0.0,432,False
GO:0003993,43,0.0010947799310088158,True,0.0,441,False
GO:0004175,24,4.8567522753728554e-05,True,0.0,444,False
GO:0004176,34,2.0302986740716733e-05,False,,,False
GO:0004185,33,3.2061947422334924e-05,False,,,False
GO:0004190,46,4.88686200696975e-05,True,0.0,445,False
GO:0004197,52,7.804159395163879e-05,True,0.014702811649598191,52,True
GO:0004222,46,2.548487827880308e-05,False,,,False
GO:0004252,116,0.00013891415437683463,True,0.011542699204406981,80,False
GO:0004364,57,0.0003132871934212744,True,0.0,448,False
GO:0004386,33,3.9251674024853855e-05,True,0.0,449,False
GO:0004402,25,5.4953430662862957e-05,True,0.0021059696705325592,307,False
GO:0004497,98,0.004296351224184036,True,0.00021308547862908256,374,False
GO:0004519,22,2.6208375857095234e-05,False,,,False
GO:0004521,34,2.847254836524371e-05,False,,,False
GO:0004523,47,8.95152406883426e-05,True,0.007251271078745347,158,False
GO:0004540,29,2.091474198095966e-05,False,,,False
GO:0004553,48,0.00014328172255773097,True,0.0,450,False
GO:0004565,22,4.479654671740718e-05,True,0.01153048570019144,81,False
GO:0004568,23,7.240627746796235e-05,True,0.01346171311793909,61,False
GO:0004601,64,0.001175043056719005,True,0.012070159448988482,70,False
GO:0004650,69,0.00010556861525401473,True,0.013192253310110313,63,False
GO:0004672,489,0.0006221308722160757,True,0.025624472412028254,11,True
GO:0004674,642,0.0011388667626306415,True,0.020689565510108254,22,True
GO:0004675,47,4.3061529140686616e-05,True,0.0,497,False
GO:0004683,47,2.811574267980177e-05,False,,,False
GO:0004707,20,4.880629785475321e-05,True,0.0,498,False
GO:0004712,48,4.2465751903364435e-05,True,0.0,499,False
GO:0004721,23,1.954539038706571e-05,False,,,False
GO:0004722,86,0.00027684771339409053,True,0.0008974991023771306,349,False
GO:0004842,253,0.0004522187227848917,True,0.02069511360838172,21,True
GO:0004843,64,5.3659776312997565e-05,True,0.0011121278177907978,339,False
GO:0004857,63,6.29032583674416e-05,True,0.0015734115201548882,324,False
GO:0005085,40,3.98045449401252e-05,True,0.003195032121567243,268,False
GO:0005096,58,8.243106276495382e-05,True,0.0,501,False
GO:0005102,26,7.47896046959795e-05,True,0.0,502,False
GO:0005179,56,8.164036262314767e-05,True,0.0,503,False
GO:0005198,32,3.599917545216158e-05,True,0.0006970597968420922,358,False
GO:0005199,28,3.9766444388078526e-05,True,0.008418406050128002,131,False
GO:0005200,33,0.0004283219750504941,True,0.0021523855825298366,306,False
GO:0005217,20,6.684435356874019e-05,True,0.007486897986238139,151,False
GO:0005262,46,0.00011465363786555827,True,0.0,506,False
GO:0005315,40,4.557552529149689e-05,True,0.010084011930352244,107,False
GO:0005345,23,1.0808177648868877e-05,False,,,False
GO:0005381,22,0.00015906229964457452,True,0.0,508,False
GO:0005384,26,4.799214730155654e-05,True,0.0,509,False
GO:0005385,22,0.0001593818742549047,True,0.0,510,False
GO:0005484,50,0.001007907441817224,True,0.0,511,False
GO:0005506,156,0.004875503946095705,True,0.0,513,False
GO:0005507,150,0.0031916373409330845,True,0.0,496,False
GO:0005509,194,0.00035586609737947583,True,0.002953767547166697,276,False
GO:0005515,4621,0.019023746252059937,True,0.0119486499962429,72,False
GO:0005516,170,0.00042220254545100033,True,0.0,430,False
GO:0005524,421,0.002171139232814312,True,0.008411251266734032,132,False
GO:0005525,147,0.0027481827419251204,True,0.0021709170880492845,305,False
GO:0005543,30,4.430710032465868e-05,True,0.0,477,False
GO:0005546,49,4.3484298657858744e-05,True,0.004581499144085344,225,False
GO:0005575,3856,0.009710492566227913,True,0.02562474260743075,10,True
GO:0005576,2985,0.009914880618453026,True,0.013647733689305275,59,True
GO:0005615,124,0.00014490705507341772,True,0.0,481,False
