repeat_index,fold_index,repeat_seed,ratio,n_train_positive,n_validation_positive,n_train_total,n_validation_total,train_negative_seed,validation_negative_seed,scale_pos_weight,cross_split_source_leakage_count,outer_test_source_count,train_records_sha256,validation_records_sha256
0,0,42,1:2,286,144,858,432,120000,120001,2.0,0,0,48cd7797b7c957829a867ac3d837d0bea6d3b31f943bf0aa32998bb2b0689987,f409fa5f86db4ecfad499317277c7015c62de81b89f5920cbaa658e64f6d34bf
0,1,42,1:2,287,143,861,429,120002,120003,2.0,0,0,1246af6d26b3aa73e7e605fe97d546fdf4f2a895735fed9be71549d4e99c7d5a,cdfb7e0f79f19582907ec2e4df63dc9bc5ece503686004a63e31e24f0c16007a
0,2,42,1:2,287,143,861,429,120004,120005,2.0,0,0,3e4a777e7de7562e005049bcc128cd2f92c1190df6061fda12dfd629be1f3f4a,a6c7793aaa2e833759f0742f1e9e55283c4dd849a3bb5edef68b60e2cf08fa38
