model,n_folds,component_models,selected_component_config_ids,aggregation,outer_test_used,mean_auroc,sd_auroc,mean_auprc,sd_auprc,mean_normalized_auprc,sd_normalized_auprc,mean_f1,sd_f1,mean_precision,sd_precision,mean_recall,sd_recall,mean_brier,sd_brier
Six-tree soft-voting ensemble,15,Random Forest;Extra Trees;Gradient Boosting;XGBoost;LightGBM;CatBoost,random_forest_11;extra_trees_12;gradient_boosting_01;xgboost_03;lightgbm_03;catboost_05,equal_weight_mean_positive_class_probability,False,0.8482485678794134,0.02018965554993668,0.802376705617582,0.03366659146085787,0.6047534112351638,0.06733318292171574,0.8003366645281316,0.02142570608067857,0.7308468583206895,0.024417622057351106,0.8859279333534076,0.040031828187760306,0.1513938828811971,0.008109772150961576
