dataset_source,primary_ratio,positive_fraction_train,positive_fraction_test,n_pathway_source_records,n_source_kegg,n_source_aracyc,n_modelling_groups,n_group_kegg_stratum,n_group_aracyc_stratum,n_pathways,n_kegg,n_aracyc,n_exact_duplicate_groups,n_collapsed_extra_records,n_mixed_source_groups,n_gene_go,n_raw_go_terms,n_selected_go,n_features,jaccard_feature_protocol,n_pathway_member_genes,n_go_annotated_pathway_genes,pathway_gene_go_coverage
raw,1:1,0.5,0.5,538,155,383,512,155,357,512,155,357,20,26,1,28998,7067,80,89,"{'small_gene_sets': 'all annotated genes when |G*| <= 30', 'large_gene_sets': 'sample 30 annotated genes without replacement', 'sampling_seed': 'SHA256 of sorted complete G* membership and algorithm salt', 'sampling_salt': 'pathwayml-ath-jaccard-cap30-v1', 'input_order_invariant': True, 'global_rng_state_unchanged': True}",7333,7184,0.9796808945861175
