model,primary_model,primary_ratio,n_components,component_models,aggregation,outer_test_used,n_folds,mean_auroc,sd_auroc,mean_auprc,sd_auprc,mean_normalized_auprc,sd_normalized_auprc,mean_f1,sd_f1,mean_precision,sd_precision,mean_recall,sd_recall,mean_brier,sd_brier
Six-tree soft-voting ensemble,True,1:1,6,Random Forest;Extra Trees;Gradient Boosting;XGBoost;LightGBM;CatBoost,equal_weight_mean_positive_class_probability,False,15,0.8447289614754356,0.021835825306630738,0.7964245436734044,0.04037965096305076,0.5928490873468087,0.08075930192610152,0.7965563839799279,0.01905464812784854,0.729788910853896,0.022145535714403457,0.8777677406403693,0.03285855771819075,0.1526085796188249,0.008371071900506708
