id,name,source,raw_gene_count,annotated_gene_count,gene_set_group_id,gene_set_sha256,source_record_count,mixed_source
AC_PWY-7346,UDP-alpha-D-glucuronate biosynthesis (from UDP-glucose),AraCyc,5,5,GSG_cc84da9ddf74e8e7,cc84da9ddf74e8e72f0d5b64296f91ce90d193159c04250af4e92573e91ffd31,1,False
AC_PWY-735,jasmonic acid biosynthesis,AraCyc,17,17,GSG_8d558dc10f955188,8d558dc10f95518800de3bce6f567bd4edd81e52fc00d15b41bf54744ab69f62,1,False
AC_PWY-7356,thiamine diphosphate salvage IV (yeast),AraCyc,11,11,GSG_fd6256e87aa3718d,fd6256e87aa3718d16c33b00711d8c8876757e5d87c97dba493e4a6fff1f6942,1,False
AC_PWY-7388,"octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)",AraCyc,13,13,GSG_609e8fdc2b8a0e40,609e8fdc2b8a0e40850d016fc547f4b2a23c58a873d83c9ea1a0cbd2fde87919,1,False
AC_PWY-7398,coumarins biosynthesis (engineered),AraCyc,25,25,GSG_b776b65009a13c21,b776b65009a13c21e13eeeb0aec98201f6c81a4090e1501838be4a777589a9f8,1,False
AC_PWY-7417,"phospholipid remodeling (phosphatidate, yeast)",AraCyc,10,10,GSG_f0bf6ce4f925f387,f0bf6ce4f925f387758f0c4936e5c07a319d005ffff49000db42da3233da6121,1,False
AC_PWY-7450,anthocyanidin modification (Arabidopsis),AraCyc,22,22,GSG_81bb48af4f6693f3,81bb48af4f6693f3ab003fdb1d352bc8b69f16f9371baa77bf64d7a2bd467f19,1,False
AC_PWY-7546,diphthamide biosynthesis II (eukaryotes),AraCyc,5,5,GSG_ec957c1f2ab438f2,ec957c1f2ab438f21830c34b13e055f6f357882e555ac3242ed571d0b33a8e38,1,False
AC_PWY-7560,methylerythritol phosphate pathway II,AraCyc,12,12,GSG_f0fc9c20a47ed929,f0fc9c20a47ed9295328b5d3911bf8cd2785473841f11fbae60375cad1f525aa,1,False
AC_PWY-7851,coenzyme A biosynthesis II (eukaryotic),AraCyc,5,5,GSG_10cd45dea05d10bc,10cd45dea05d10bce7efc529243eae1c655cacd5ee4977b063dfcafad317944f,1,False
AC_PWY-7859,jasmonoyl-L-isoleucine inactivation,AraCyc,12,12,GSG_bec321f9490ac2c5,bec321f9490ac2c5bb5ab19aba071511dea89b269e24b99dee0d49c6f615e78b,1,False
AC_PWY-7909,formaldehyde oxidation VII (THF pathway),AraCyc,6,6,GSG_bb2723e22de0f112,bb2723e22de0f112aa9a193d7777a5aa57dc6f243615426678c4b2b6145d62e8,1,False
AC_PWY-7980,ATP biosynthesis,AraCyc,13,13,GSG_73c37505d55337cc,73c37505d55337cc53ccde50c0b3b7ad7a57037c7d294cc77f981b7345255763,1,False
AC_PWY-7995,tricin biosynthesis,AraCyc,6,6,GSG_32a5f7e1aae624e9,32a5f7e1aae624e9f290feffa1c24a2398c7edba2c7e738dab075859b443d6e7,1,False
AC_PWY-801,homocysteine and cysteine interconversion,AraCyc,8,8,GSG_f271794240b3ffed,f271794240b3ffedc514c0837befac247969129fe83a22cdb80817779198e1f6,1,False
AC_PWY-8011,L-serine biosynthesis II,AraCyc,7,7,GSG_edd8495aa2e0797b,edd8495aa2e0797bbf22a7929ec50a7801700b40e1cbf654594894fe66c7dd56,1,False
AC_PWY-8024,4-hydroxyindole-3-carbonyl nitrile biosynthesis,AraCyc,11,11,GSG_089a10fe0e5ff12c,089a10fe0e5ff12c3d7c7e2a2b983e0dc26cbabe02c9f2de4c5453d6dedb69ac,1,False
AC_PWY-8142,"L-ascorbate biosynthesis VI (plants, myo-inositol pathway)",AraCyc,7,7,GSG_117ef59875c631f4,117ef59875c631f432a5130b9277899aa5a936f4dd7632370d97dc1957ee9f47,1,False
AC_PWY-8148,NADP biosynthesis,AraCyc,5,5,GSG_3b0f8e117477d757,3b0f8e117477d7576b9a1eb6d65168d1dd412e9f19b32925a5732ae074399a1d,1,False
AC_PWY-8157,avenanthramide biosynthesis,AraCyc,26,26,GSG_76ee289aede1d788,76ee289aede1d788b4371f8cc873c7ac98f7773c4c7b89ae08247296f15e7c58,1,False
AC_PWY-8270,cyclic electron flow,AraCyc,14,14,GSG_4a3e6d30a7bef247,4a3e6d30a7bef247078424f3cd8ad845da89b5a1610190d96e3a1eed23cc19c4,1,False
AC_PWY-8279,palmitate biosynthesis III,AraCyc,32,32,GSG_0c1a5fc00d9d6fe2,0c1a5fc00d9d6fe245e349e822122e7c594f316fede77f1b2f471970d69f9e0f,2,False
AC_PWY-8321,salicylate biosynthesis II,AraCyc,22,22,GSG_c4069e61cb2c0556,c4069e61cb2c05566ea6a5424398bd747888986c67e88e80d4f7a0b1ba886bf4,1,False
AC_PWY-8395,linoleate metabolites biosynthesis,AraCyc,7,7,GSG_6fed881230c4dd8d,6fed881230c4dd8d216c2d40d64acd945f2d8c98c08adeec090abf1e617ff903,1,False
AC_PWY-8398,alpha-linolenate metabolites biosynthesis,AraCyc,6,6,GSG_af366f5a7894beac,af366f5a7894beacbc2312aa5257ae42ffa57cf153ca25abfc317c7873b10aca,1,False
AC_PWY-841,superpathway of purine nucleotides de novo biosynthesis I,AraCyc,33,33,GSG_74490bcfd94e09a8,74490bcfd94e09a807c9d3aa2b8ab5b8359e26a2e93e7cc1e003c223e2d8128a,1,False
AC_PWY-8458,methylglyoxal degradation IX,AraCyc,5,5,GSG_5354e36f51efeaa0,5354e36f51efeaa0e2662afa5e0f99b40a52e053ed589f1e4a4f19a354e9f3b0,1,False
AC_PWY-8475,serotonin and melatonin biosynthesis II,AraCyc,5,5,GSG_d706d6d45e0d5bb9,d706d6d45e0d5bb9757d2935efe6fda14c9ae40952103a8f48e32a1248002d5e,1,False
AC_PWY-882,"L-ascorbate biosynthesis I (plants, L-galactose pathway)",AraCyc,6,6,GSG_8de600df24d33bb9,8de600df24d33bb9c905f59ab4dc9d18f2efc5b1d526e1e95560015a5d65ef9f,1,False
AC_PWY-922,mevalonate pathway I (eukaryotes and bacteria),AraCyc,10,10,GSG_3ca80ea54690e215,3ca80ea54690e215299fc2c6212d509c27bee36a61823fa7e51d876de4255001,1,False
AC_PWY0-1182,trehalose degradation II (cytosolic),AraCyc,9,9,GSG_1686fd1ef701062d,1686fd1ef701062d66f6ec5d35646d812d77ee77bfa58e6691d8989cad6c86e7,1,False
AC_PWY0-1264,malonly-CoA biosynthesis via biotin-carboxyl carrier protein,AraCyc,10,10,GSG_7977be89354045ec,7977be89354045ec4111b1a27b77517ec159950691368d577cd569584ad134d8,1,False
AC_PWY0-1319,CDP-diacylglycerol biosynthesis II,AraCyc,9,9,GSG_15ac1b09f1c78e38,15ac1b09f1c78e3884bd6c7f8d76e5628677fca2e5f152714d3d06429b72dc28,1,False
AC_PWY0-1507,biotin biosynthesis from 8-amino-7-oxononanoate I,AraCyc,6,6,GSG_0e27b9b1186d0075,0e27b9b1186d00757ca829b01513a4d614a3fd8226e89a1428c23ff2eae172b1,1,False
AC_PWY0-1608,glycine degradation,AraCyc,11,11,GSG_7f82f9aae3a8295b,7f82f9aae3a8295bf51396e30ae9a67f2b1df417619b5cbf5fa524824d9d7c98,1,False
AC_PWY0-162,superpathway of pyrimidine ribonucleotides de novo biosynthesis,AraCyc,16,16,GSG_671aeb01191d97fa,671aeb01191d97fa7ccfe278eca0a9552c442c932689fdf9ac9308a700111fb3,1,False
AC_PWY0-461,L-lysine degradation I,AraCyc,10,10,GSG_4257ca81ea93020a,4257ca81ea93020a32402d0567d31744cf75898be13eb2dff43fb20cfc978d82,1,False
AC_PWY0-501,lipoate biosynthesis and incorporation I,AraCyc,5,5,GSG_85fea6dd1cdb376c,85fea6dd1cdb376caff23a34deb86aa3a70262940220b67fb3669762c2c070ec,1,False
AC_PWY0-662,PRPP biosynthesis,AraCyc,5,5,GSG_2d5520570bea2173,2d5520570bea21730f3800f6b79de1730cad89d0435c8df13b938958dfc8ae2d,1,False
AC_PWY0A-6303,methyl indole-3-acetate interconversion,AraCyc,13,13,GSG_78687016d19b0ebd,78687016d19b0ebd8845294252e3b302b4239f1464d110514229eca83f1985e2,1,False
AC_PWY18C3-22,methylsalicylate biosynthesis,AraCyc,9,9,GSG_24984f5e35c7cff9,24984f5e35c7cff962964fa6729db012a2570671f14bc81aaf6faa3e341fb0de,1,False
AC_PWY18C3-24,methylsalicylate degradation,AraCyc,16,16,GSG_10341878ac18fe1b,10341878ac18fe1be6c432b6dda38207fe358e29923a4b0be629555f72017c12,1,False
AC_PWY1F-823,leucopelargonidin and leucocyanidin biosynthesis,AraCyc,14,14,GSG_6c9d253c5c09cdf5,6c9d253c5c09cdf5274aad3c5ba0773ab7df862a83e972ec079c0206304f419e,1,False
AC_PWY1ZNC-1,assimilatory sulfate reduction IV,AraCyc,7,7,GSG_c1aab95690863264,c1aab95690863264182972413b9b792729891314683ec24a5d2a83a1b9583132,1,False
AC_PWY3O-4107,NAD salvage pathway V (PNC V cycle),AraCyc,10,10,GSG_80832c9f5b7f8d52,80832c9f5b7f8d52c453613c6ff4ee4b4a48f125904cfe19e860483b04d2d06f,1,False
AC_PWY3O-450,phosphatidylcholine biosynthesis I,AraCyc,7,7,GSG_ae6718511b1a815e,ae6718511b1a815e4b87bc8e1a2c7aa352e78e7942310e4735ab8775e03056a9,1,False
AC_PWY4FS-2,phosphatidylcholine biosynthesis II,AraCyc,11,11,GSG_16cb5f5d83f2b15e,16cb5f5d83f2b15e287e4b086bbe19dd89245430d7d9fbea4e72029d25540d60,1,False
AC_PWY4FS-3,phosphatidylcholine biosynthesis III,AraCyc,8,8,GSG_72f4e84665689167,72f4e846656891672df655d09d21e6ae2c322a5699451e035642442e07f20269,2,False
AC_PWY4FS-7,phosphatidylglycerol biosynthesis I,AraCyc,13,13,GSG_edfe32ef5f70bd4e,edfe32ef5f70bd4e041601f8d5230f0fd080e89a5018b95b8b767a473c60fe4f,1,False
AC_PWY4FS-8,phosphatidylglycerol biosynthesis II,AraCyc,32,32,GSG_49fce0cc47daa8a1,49fce0cc47daa8a1aa681221b5ffd5e11f06de039fae7d1bd4454bb459b35bc9,1,False
AC_PWY66-21,ethanol degradation II,AraCyc,6,6,GSG_8af76edb82aad4cd,8af76edb82aad4cd0d5f2a1fb3bca2cb906bcf16fc2060365e378808e8f65a65,1,False
AC_PWY66-367,ketogenesis,AraCyc,6,6,GSG_24790fa62ee36236,24790fa62ee36236403e99e62fb87633b5a49ee0a8e3bed8a8fa3c01b4a76b44,1,False
AC_PWY66-385,dTMP de novo biosynthesis (mitochondrial),AraCyc,12,12,GSG_1d20ff87f205c00e,1d20ff87f205c00e138b4435a3cef2d56c400e04fba97dd67bc1e2515454ece3,1,False
AC_PWY66-423,"fructose 2,6-bisphosphate biosynthesis",AraCyc,5,5,GSG_c9141c4dd7773f5e,c9141c4dd7773f5e023955b1a847fef582f81fb4e35418aebefdfe7ad1b47408,1,False
AC_PWY66-430,tetradecanoate biosynthesis (mitochondria),AraCyc,19,19,GSG_7c2e80b882fae447,7c2e80b882fae447d7e349dd968d96714879b2c3156b02f5d54cd6488a48f1e8,1,False
AC_PWYDQC-4,indole-3-acetate biosynthesis I,AraCyc,15,15,GSG_089f8421a9352e52,089f8421a9352e526d50f2066dbe9391723717cd95d74da7272444a78a66e8e4,1,False
AC_PWYQT-4429,CO2 fixation into oxaloacetate (anaplerotic),AraCyc,21,21,GSG_2368e630c072336b,2368e630c072336b3816f4d284ad2e8c21e46bc9ec0a1277683af7bd08bb934f,1,False
AC_PWYQT-4445,pyrimidine salvage pathway,AraCyc,12,12,GSG_53ecf98709b523ac,53ecf98709b523ac4302ebc7645bfd46ecf555878487c6669b298c08d4d5b6d8,1,False
AC_PWYQT-4449,polyisoprenoid biosynthesis,AraCyc,17,17,GSG_264bc25133f61b09,264bc25133f61b0968d5799b543f0533dfb39ccadc710a5859ec7d638c52e91d,1,False
AC_PWYQT-4450,"aliphatic glucosinolate biosynthesis, side chain elongation cycle",AraCyc,5,5,GSG_101532cf9c626086,101532cf9c626086ba2f2b387d8d2e16e3a6a2488b4f48fb93f521244772c28c,1,False
AC_PWYQT-4466,superpathway of sucrose and starch metabolism I (non-photosynthetic tissue),AraCyc,58,58,GSG_209a49a7fac9471e,209a49a7fac9471ecb8f32ba64518451e87e572809b809d2ea8ef679ba980935,1,False
AC_PWYQT-4471,glucosinolate biosynthesis from dihomomethionine,AraCyc,47,47,GSG_b173f29d247c5335,b173f29d247c533558349b1d3b46f710038aa3be331552efaaafd14158fdc5eb,1,False
AC_PWYQT-4475,glucosinolate biosynthesis from hexahomomethionine,AraCyc,33,33,GSG_f4565006b4a6973c,f4565006b4a6973c8b011a1ef7bb2ff8a99dfa5d69fde7506a9bae1bb3321b59,1,False
AC_PWYQT-4477,indole glucosinolate activation (intact plant cell),AraCyc,18,18,GSG_a157aa41073133dc,a157aa41073133dcc5fc39629fd077c165b75b91657060f07e1f0a91bf14ae9c,1,False
AC_PWYQT-4481,TCA cycle variation V (plant),AraCyc,36,36,GSG_0c41aa0051ea3525,0c41aa0051ea35258dec3fe654a46452aed62ad26cc901dbaf2f51082d95085f,1,False
AC_PWYQT-4482,CDP-diacylglycerol biosynthesis IV,AraCyc,11,11,GSG_ff27bff9694512b2,ff27bff9694512b20c4de5d8871d66d56cb39a7d5ea23801d0e4e94343f531d5,1,False
AC_PWYQT-62,superpathway of proto- and siroheme biosynthesis,AraCyc,21,21,GSG_ee45bfdaaba19338,ee45bfdaaba1933849452e2c29e6cebe05d9eb9ed3e6dd8eab56c34d1677f2dd,1,False
AC_PWYQT-94,superpathway of polyamine biosynthesis,AraCyc,8,8,GSG_08e79a32acb493e2,08e79a32acb493e24fb87a7697352b72653b5b16681c21a767c5288a83268baf,1,False
AC_PYRIDNUCSYN-PWY,NAD de novo biosynthesis I,AraCyc,5,5,GSG_c46cff4bc3621cab,c46cff4bc3621cab59dbb2ad918f6d64eb08ba54e17c22e9a8b976751c4645ce,1,False
AC_PYRUVDEHYD-PWY,pyruvate decarboxylation to acetyl CoA I,AraCyc,16,16,GSG_083284c4fdb4363e,083284c4fdb4363ed370981a4b985bdfcfdd44d8e44ab02162ac85acdc6eeb66,1,False
AC_RIBOSYN2-PWY,flavin biosynthesis I (bacteria and plants),AraCyc,13,13,GSG_a5d2130f18b085df,a5d2130f18b085df0a9bbf5570f9bee73fde7f62d1fc46f7421e7d58f10e88c5,1,False
AC_SER-GLYSYN-PWY,superpathway of L-serine and glycine biosynthesis I,AraCyc,13,13,GSG_db082b15f6fd478c,db082b15f6fd478c713da3ad4a50517669cf863ba667c139e172418c11c8a155,1,False
AC_SERSYN-PWY,L-serine biosynthesis I,AraCyc,6,6,GSG_0c706a4a8831fdc1,0c706a4a8831fdc1afd480693716ea39c0d18b9241c1ae31bba2e7be848f21d6,1,False
AC_SUCSYN-PWY,sucrose biosynthesis I (from photosynthesis),AraCyc,40,40,GSG_5bfd1626af90818e,5bfd1626af90818e48729014cf9112ac29b06917d7a7b505255ae7b036dcd8df,1,False
AC_THISYNARA-PWY,superpathway of thiamine diphosphate biosynthesis III (eukaryotes),AraCyc,9,9,GSG_ad8d3be5b5b2cb2d,ad8d3be5b5b2cb2d3163244f5795f35083be166032c981c92872a70a72e84bfc,1,False
AC_THRESYN-PWY,superpathway of L-threonine biosynthesis,AraCyc,19,19,GSG_07055fd80780580b,07055fd80780580b3ca2e55fcdaab42013254106df6b008d853f0dad061b7b5c,1,False
AC_TRESYN-PWY,trehalose biosynthesis I,AraCyc,21,21,GSG_3401b206e5dcd7ce,3401b206e5dcd7ceec8af2ac499d9271670cc3ee448c7a47ec779a468a5067bd,1,False
AC_TRIGLSYN-PWY,diacylglycerol and triacylglycerol biosynthesis,AraCyc,57,57,GSG_7943dcb657b6a3f7,7943dcb657b6a3f7e0cfba70a362da604707472176919e20551072a449fd2806,1,False
AC_TRPSYN-PWY,L-tryptophan biosynthesis,AraCyc,21,21,GSG_3b4247a480ff96b8,3b4247a480ff96b87956b1473c59665fe32fbb16101de696724610db9f090f0f,1,False
AC_TYRFUMCAT-PWY,L-tyrosine degradation I,AraCyc,10,10,GSG_11f8d9825703f748,11f8d9825703f748861d942d8ed6d1a5198db8acdb57cfaba424c50eaa590e74,1,False
AC_UDPNACETYLGALSYN-PWY,UDP-N-acetyl-D-glucosamine biosynthesis II,AraCyc,16,16,GSG_60adc6659812a167,60adc6659812a16724a3ab45164702df2ed1790dba6f305e1e27c310d326dea9,1,False
AC_VALDEG-PWY,L-valine degradation I,AraCyc,14,14,GSG_7737c9c7e829204b,7737c9c7e829204b3c7240a134d6d032fd7f699ff0ab7bfda63c072ecc4c56aa,1,False
ath00010,Glycolysis / Gluconeogenesis,KEGG,119,119,GSG_07bea3844fc66600,07bea3844fc66600b0e3d571d8de575271c72d39b8480cceb4b0bd8bec9dbd0d,1,False
ath00020,Citrate cycle (TCA cycle),KEGG,64,64,GSG_691045dc2f31388c,691045dc2f31388c5919359aecab6d3b8585dc4a674749048c2635f17bb0ab7d,1,False
ath00030,Pentose phosphate pathway,KEGG,58,58,GSG_bc2a950c2e4f41f6,bc2a950c2e4f41f67007f51cf4288004e542c6ab4872775315094e7ce50a98e0,1,False
ath00040,Pentose and glucuronate interconversions,KEGG,108,108,GSG_fdcbb70df77bce02,fdcbb70df77bce02645f9d096c02f7694e2f651f9463b09cac06fc6c06ca1691,1,False
ath00051,Fructose and mannose metabolism,KEGG,62,62,GSG_9c3a38effa347c2b,9c3a38effa347c2b68feb14ccc363bc747b841c311e53217c5a732c510fb0f29,1,False
ath00052,Galactose metabolism,KEGG,65,65,GSG_8935c75bdf2f5877,8935c75bdf2f587765ca044c4e108eb6a497e4807714bbee22117224799d8e89,1,False
ath00053,Ascorbate and aldarate metabolism,KEGG,62,62,GSG_35b6ea3b282e21a6,35b6ea3b282e21a641ff46bbfec8b1ea61bcdde924e7d7945ecae04c164da801,1,False
ath00061,Fatty acid biosynthesis,KEGG,43,42,GSG_eb5b9dd446af3266,eb5b9dd446af32661f6157866296fbebbbfc9ba105e687dcbe0ef964474d111a,1,False
ath00062,Fatty acid elongation,KEGG,36,35,GSG_a9905ed9c88c9d2c,a9905ed9c88c9d2c119f479b416d2c5881667702fef495e33d3d7a915a9f44c9,1,False
ath00071,Fatty acid degradation,KEGG,47,47,GSG_db0cff7299a6f233,db0cff7299a6f233cbf07f4c65b7333f6b9c828613928829e9a5912c9129de3b,1,False
ath00073,"Cutin, suberine and wax biosynthesis",KEGG,65,65,GSG_c5b312b00388fdfc,c5b312b00388fdfc8ab06749c8940248fb4b3cb49e9bfd651c7c254f66484c46,1,False
ath00100,Steroid biosynthesis,KEGG,36,36,GSG_f6ab40645ce5a6ce,f6ab40645ce5a6ce62c91767476a0969b223b6a608dccf0069de7f07197052e6,1,False
ath00130,Ubiquinone and other terpenoid-quinone biosynthesis,KEGG,40,40,GSG_4c5691b16f57344a,4c5691b16f57344ab842161a66d1b47d4cf2746468a4c185114f29ede7a5d959,1,False
ath00190,Oxidative phosphorylation,KEGG,151,133,GSG_d7d8693e9c4ddff4,d7d8693e9c4ddff40bac38ef8878d813504ec4482e7ab55e2504aa6e9d4abaf8,1,False
ath00195,Photosynthesis,KEGG,76,46,GSG_ea7d1cb887c71105,ea7d1cb887c7110519c603ce075bc8a5705d159c4cf3b5b09dc962c4f88046c1,1,False
ath00196,Photosynthesis,KEGG,22,22,GSG_791b05e995157eef,791b05e995157eef4adf8ce93b4795edbb4f648c031e9f40439c3d354f9abd50,1,False
ath00220,Arginine biosynthesis,KEGG,38,38,GSG_5f76ef0fe70c7c09,5f76ef0fe70c7c0970aa8c4ea3b70a09691f7b8d1ae74fdcac9801535f674a8d,1,False
ath00230,Purine metabolism,KEGG,96,96,GSG_8ffaba0edbb0686e,8ffaba0edbb0686e56673205a7847c021efadadd9eab7fedece6ad127f763d6c,1,False
ath00240,Pyrimidine metabolism,KEGG,65,65,GSG_164e400b06848978,164e400b068489788c744e4935c114e1c9bd1a766393cfac439c555eb3ced49c,1,False
ath00250,"Alanine, aspartate and glutamate metabolism",KEGG,51,51,GSG_666d482478a0dbe2,666d482478a0dbe205a8e1353f1872493fd758f2c9a339756c6d320f539b36af,1,False
ath00260,"Glycine, serine and threonine metabolism",KEGG,70,70,GSG_2c7c17e13b3ecc65,2c7c17e13b3ecc65f8e60a1290890fecb1458e323d07b8c0bc52a97b66e7d920,1,False
ath00261,Monobactam biosynthesis,KEGG,14,14,GSG_5e4390475ecd951a,5e4390475ecd951ad132b09c95b29df03eacd8725530503d7487678ff9bc730d,1,False
ath00270,Cysteine and methionine metabolism,KEGG,125,125,GSG_efe2fab2b624ed39,efe2fab2b624ed39eb65358fc243e8d615298f4f3002a8c6ba62a8e72ab6edcd,1,False
ath00280,"Valine, leucine and isoleucine degradation",KEGG,52,52,GSG_ce3b5d1157624ff3,ce3b5d1157624ff3098b32b36873b2bbc311c807dfea13d849177a0be26d0091,1,False
ath00290,"Valine, leucine and isoleucine biosynthesis",KEGG,21,21,GSG_327f635acd602413,327f635acd602413f4a9fa79592f614763d48cb43c63316c41f8dee22ab4a0be,1,False
ath00300,Lysine biosynthesis,KEGG,15,15,GSG_a59b20929516ab8c,a59b20929516ab8c3c23325e09686407d622b4dc357ba69146338852133fd370,1,False
ath00310,Lysine degradation,KEGG,32,32,GSG_f85449536e661e19,f85449536e661e1960a29677ff0106bfbcfab9cd9baddb84835c788617784167,1,False
ath00330,Arginine and proline metabolism,KEGG,54,54,GSG_eecb5a35f8ee9c32,eecb5a35f8ee9c321b7ea070169ba1618d2a0a6b8764ed046cd332e9489df26f,1,False
ath00340,Histidine metabolism,KEGG,20,20,GSG_a034416370db7a0c,a034416370db7a0c29525eb77dd6a1faaca7d63ef90a0094b36a59cdadbddb8b,1,False
ath00350,Tyrosine metabolism,KEGG,41,41,GSG_53986c960a0df2ec,53986c960a0df2ec6861f6d07aada3456b1d545b0170e755320a965acf86e162,1,False
ath00360,Phenylalanine metabolism,KEGG,33,33,GSG_5bdd44e0be2ecd30,5bdd44e0be2ecd301915438ff0b97a85104be7a53308fad682ed576109629f39,1,False
ath00380,Tryptophan metabolism,KEGG,64,64,GSG_b90b6ad07548298a,b90b6ad07548298a4b79ce68b88b78b2a0897f114fee976af079a1efde13d4b8,1,False
ath00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",KEGG,56,56,GSG_214a77ec70713a6e,214a77ec70713a6ea71adb16d89ca8ce26673ecb5cbd92d4a4b7576107daf60f,1,False
ath00410,beta-Alanine metabolism,KEGG,47,47,GSG_75ec1c4275af1b6a,75ec1c4275af1b6ae34f2a02c42df97ad23408af6cc643b1e5a8e26cbfb30f92,1,False
ath00430,Taurine and hypotaurine metabolism,KEGG,11,11,GSG_b06ce1d3964c9400,b06ce1d3964c9400365751e13bd570a4525ddbe490084403d93bee5338e2e6bd,1,False
ath00440,Phosphonate and phosphinate metabolism,KEGG,5,5,GSG_9c1351e4f423d13a,9c1351e4f423d13a0d77357f137acd496724c950d125301a70cbc022aa950f5a,1,False
ath00450,Selenocompound metabolism,KEGG,16,16,GSG_7c6bae8f996a4afd,7c6bae8f996a4afd24c5a6b2bf962205a7f6e594040a1f3fbd19d36814a0fd8f,1,False
ath00460,Cyanoamino acid metabolism,KEGG,71,71,GSG_d7acfeda1b1a719c,d7acfeda1b1a719cf4587af36556f12c4b80903b52dfc2b2f69ff175f683adde,1,False
ath00470,D-Amino acid metabolism,KEGG,6,6,GSG_cb21600e6f0f9f9a,cb21600e6f0f9f9ab5b29fd6599a1dbca1112f1807d982aadd2e0371acd1ecc6,1,False
ath00480,Glutathione metabolism,KEGG,102,102,GSG_c22f345b65f9296b,c22f345b65f9296b20cc84c77b2e03a2d2a392e8e9a826312d0891ea0bb93dff,1,False
ath00500,Starch and sucrose metabolism,KEGG,181,181,GSG_0a66ae1137b054b1,0a66ae1137b054b13addb171aa5da72c949e32b17774d2b0b877ed573d06be6d,1,False
ath00510,N-Glycan biosynthesis,KEGG,52,52,GSG_ac88334f18edef45,ac88334f18edef45c8a2214ed339ad18c7662491604708af1406140806df27f4,1,False
ath00511,Other glycan degradation,KEGG,18,18,GSG_beede2a72c29fad4,beede2a72c29fad4c0df9be59fe41a3ad3d0d86ac7b5b33c9efe30824c9b26c9,1,False
ath00513,Various types of N-glycan biosynthesis,KEGG,38,38,GSG_78464469b4f0a93e,78464469b4f0a93e8028c4a17c3f691e28246c4d25c279e32c2312862e0e92f6,1,False
ath00514,Other types of O-glycan biosynthesis,KEGG,13,13,GSG_cbd1dddeec0f123e,cbd1dddeec0f123e47e0a636f3a5239c9664404591e365eaef3b7d9cf230e171,1,False
ath00520,Amino sugar and nucleotide sugar metabolism,KEGG,124,124,GSG_ed0c715fc0b7f467,ed0c715fc0b7f4675926d4eb4a9783324b8cd68ec24c037390c2594781514913,1,False
ath00531,Glycosaminoglycan degradation,KEGG,8,8,GSG_2e6e1a89be7e6156,2e6e1a89be7e615680b5365156fe72acc03a7ec06f4e6aa4bf48d738260f29c8,1,False
ath00540,Lipopolysaccharide biosynthesis,KEGG,10,10,GSG_78e18992304142d9,78e18992304142d950c0eb1ec09bc668779ff05770cf22c5ea36d38e4cde5a50,1,False
ath00541,Biosynthesis of various nucleotide sugars,KEGG,30,30,GSG_39ce3eb3cc513956,39ce3eb3cc51395669bec1524c7719f08e7e3d74c5708739c6ef09439c832738,1,False
ath00543,Exopolysaccharide biosynthesis,KEGG,5,5,GSG_4c104acacacccd48,4c104acacacccd48221516d3158053446900b3ff06977c1f0cec1901f9766a96,2,True
ath00561,Glycerolipid metabolism,KEGG,71,71,GSG_c8aec5e08ac36669,c8aec5e08ac36669bc81c4e2ef231cdc81abd0429e51e8e0feb86e5bbbe0f5d4,1,False
ath00562,Inositol phosphate metabolism,KEGG,83,83,GSG_36d2895aa071870a,36d2895aa071870ad46a6ab1440c41f5d681ef9ab995ce3e9d3e620978cb4728,1,False
ath00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,KEGG,29,29,GSG_94480c9e6ed8939b,94480c9e6ed8939bc538e03930f9d70abdf5ae4a4765a7eaa836a9b0285887c6,1,False
ath00564,Glycerophospholipid metabolism,KEGG,99,99,GSG_a8edd162e1ea515a,a8edd162e1ea515a77558c75569869ec01fcbfdd9b8d5146a1e9d15049589acf,1,False
ath00565,Ether lipid metabolism,KEGG,26,26,GSG_5cfffea9bd03c666,5cfffea9bd03c66697b42a2aa9bb3bd80981842010f598a0a97fdaa36b467105,1,False
ath00566,Sulfoquinovose metabolism,KEGG,11,11,GSG_149da20b9d75d51b,149da20b9d75d51b7875aa63b554fd1d1ea25e27b147fa01b2389de1b37035f3,1,False
ath00590,Arachidonic acid metabolism,KEGG,12,12,GSG_d2f3f9ba3b98ac28,d2f3f9ba3b98ac281e2915b819e74270892fd9ada361438dada3499cad1e7cac,1,False
ath00591,Linoleic acid metabolism,KEGG,9,9,GSG_56da32e272402f58,56da32e272402f5882e2e73f3a314c2d79eb467c27c9250e28a472aa5e9ab449,1,False
ath00592,alpha-Linolenic acid metabolism,KEGG,43,43,GSG_7783eb0438229ac0,7783eb0438229ac09aef5a4d04dcefcf191daf166fbc0e4f5c784594a11fe90d,1,False
ath00600,Sphingolipid metabolism,KEGG,35,35,GSG_fa76f011dc724a4f,fa76f011dc724a4fd8b0ac78e9d0ffa0bed3233e73c0f194d2c19f38f1f5936b,1,False
ath00601,Glycosphingolipid biosynthesis,KEGG,5,5,GSG_d1ed6b10a0eeaeb2,d1ed6b10a0eeaeb2ff3e033f9a2fba155d91c54309700831aae6c4ba86d3913a,1,False
