ratio,model,ratio_value,n_folds,preselected_primary_ratio,mean_positive_prevalence,feature_selection_protocol,mean_auroc,sd_auroc,mean_raw_auprc,sd_raw_auprc,mean_normalized_auprc,sd_normalized_auprc,mean_f1,sd_f1,mean_precision,sd_precision,mean_recall,sd_recall,mean_brier,sd_brier,delta_auroc_vs_1_1,delta_auroc_over_pooled_sd,interpretation_note
1:1,Random Forest,1,15,True,0.5,nested_fold_training_selected80,0.8442705444652894,0.01404217539260882,0.8010661381889671,0.023128515830979773,0.6021322763779345,0.04625703166195955,0.8030100063938527,0.020361309894037356,0.7125072727380242,0.019694525907646407,0.920164609053498,0.02679447220502756,0.15673612193001557,0.005270326909710989,0.0,0.0,Normalized AUPRC adjusts the random baseline but is not fully prevalence invariant.
1:2,Random Forest,2,15,False,0.33333333333333326,nested_fold_training_selected80,0.8298033800037554,0.013663983693981321,0.6534043889125033,0.031533589964999595,0.48010658336875484,0.047300384947499365,0.6766345295703162,0.019359579793593838,0.5820398624534608,0.021188895317422157,0.8093847234768644,0.03671385574019756,0.16070481807921305,0.0054905365299838865,-0.014467164461533955,-1.0442311261399373,Normalized AUPRC adjusts the random baseline but is not fully prevalence invariant.
1:3,Random Forest,3,15,False,0.25,nested_fold_training_selected80,0.8330399875907414,0.013856082323228401,0.559891451047798,0.041819181650356314,0.41318860139706415,0.05575890886714176,0.5942826355143985,0.01901325241930037,0.5004664482744591,0.02882415614087211,0.7361136203954631,0.05162854388175694,0.15097747045682045,0.0068065937374798685,-0.011230556874547992,-0.8050902065872829,Normalized AUPRC adjusts the random baseline but is not fully prevalence invariant.
1:4,Random Forest,4,15,False,0.20000000000000007,nested_fold_training_selected80,0.8329569146129748,0.013307147141062306,0.49010265529724695,0.0338393599161498,0.3626283191215587,0.04229919989518726,0.5367861916250793,0.02560513456372341,0.4402225955465494,0.03591792059939056,0.6928635953026198,0.04116446700387292,0.1439455461855351,0.0078145668772416,-0.011313629852314544,-0.8270439721808,Normalized AUPRC adjusts the random baseline but is not fully prevalence invariant.
1:5,Random Forest,5,15,False,0.16666666666666663,nested_fold_training_selected80,0.8296531768567489,0.010018803252328193,0.4245447872545545,0.0369929944292525,0.3094537447054654,0.04439159331510302,0.48750148614792016,0.019362312932613188,0.3879524213244022,0.02493397120544658,0.6618990263976714,0.057247207815881225,0.13854974160920513,0.005982210628484288,-0.014617367608540488,-1.1983882510126982,Normalized AUPRC adjusts the random baseline but is not fully prevalence invariant.
