ratio,ratio_value,n_folds,preselected_primary_ratio,mean_positive_prevalence,feature_selection_protocol,mean_auroc,sd_auroc,mean_raw_auprc,sd_raw_auprc,mean_normalized_auprc,sd_normalized_auprc,mean_f1,sd_f1,mean_precision,sd_precision,mean_recall,sd_recall,mean_brier,sd_brier,delta_auroc_vs_1_1,delta_auroc_over_pooled_sd,interpretation_note
1:1,1,15,True,0.5,nested_fold_training_selected60,0.8366172347471854,0.029114783098176247,0.7837862791105608,0.0383590810099712,0.5675725582211214,0.07671816201994242,0.7854758146530262,0.033423432903780685,0.7416246932019647,0.02861931682401656,0.8362139917695474,0.052442718149847405,0.16430986722310384,0.01909338413975206,0.0,0.0,Normalized AUPRC adjusts the random baseline but is not fully prevalence invariant.
1:2,2,15,False,0.33333333333333326,nested_fold_training_selected60,0.831462126519734,0.017053665390373948,0.6468376139314642,0.04063707663270557,0.47025642089719627,0.06095561494905833,0.6619671184348681,0.024878992114007282,0.5958021341290531,0.026329954858054345,0.7465321690253938,0.0427201275597222,0.1711900571982066,0.011510461755497903,-0.005155108227451466,-0.21606609876674626,Normalized AUPRC adjusts the random baseline but is not fully prevalence invariant.
1:3,3,15,False,0.25,nested_fold_training_selected60,0.8414828637916528,0.01829908805065866,0.5733014189872575,0.05677102745776043,0.4310685586496766,0.0756947032770139,0.6103629018325897,0.027755102283144074,0.5289313682161817,0.027890288402023785,0.7237177556960754,0.04851370999655412,0.1565943290789922,0.013659441718404242,0.004865629044467412,0.20010061352412914,Normalized AUPRC adjusts the random baseline but is not fully prevalence invariant.
1:4,4,15,False,0.20000000000000007,nested_fold_training_selected60,0.8450566584468526,0.013994578195648718,0.5102372569927793,0.048239288616428504,0.38779657124097416,0.060299110770535624,0.5508034624700409,0.025901305925039364,0.46609374530862807,0.031083977202312197,0.6764629127772758,0.044589750748281386,0.14461957414944968,0.010978642923605845,0.008439423699667215,0.3694686955197809,Normalized AUPRC adjusts the random baseline but is not fully prevalence invariant.
1:5,5,15,False,0.16666666666666663,nested_fold_training_selected60,0.8482108311441886,0.009125220051299473,0.46077377781436524,0.03627833564094495,0.35292853337723834,0.04353400276913395,0.5141150921621195,0.021922715631297426,0.4254557043707247,0.020919630814006555,0.6529258255545517,0.05408326939440936,0.1349213202794393,0.006764979727806363,0.011593596397003192,0.5373685862195463,Normalized AUPRC adjusts the random baseline but is not fully prevalence invariant.
