model,config_id,config_index,parameters_json,parameters_sha256,status,error,n_folds,outer_test_used,selection_metric,mean_auroc,sd_auroc,mean_auprc,sd_auprc,mean_normalized_auprc,sd_normalized_auprc,mean_f1,sd_f1,mean_precision,sd_precision,mean_recall,sd_recall,mean_brier,sd_brier,mean_elapsed_s,sd_elapsed_s
LightGBM,lightgbm_05,5,"{""learning_rate"":0.03,""max_depth"":7,""n_estimators"":300,""num_leaves"":63}",93249688b6ce5caaa6c0ea397be39053934956aa37f0818183f8b415e48e1e7c,ok,,15,False,mean_auroc,0.8325659864715346,0.02059409954166514,0.7754695684813302,0.03707578098671384,0.5509391369626601,0.07415156197342769,0.783197927466033,0.023199458121245724,0.7329672634989969,0.020473994040305057,0.8427180568101977,0.0494042741400596,0.16472840600296432,0.012939745399401847,0.05304805833147839,0.002985412205250372
LightGBM,lightgbm_06,6,"{""learning_rate"":0.05,""max_depth"":7,""n_estimators"":300,""num_leaves"":63}",6a7e994525819d42f8bb2e731338cc0c68a67344d2fd88ff904f310b867e5ab0,ok,,15,False,mean_auroc,0.832734166702859,0.024477010475187116,0.7785983602336505,0.03869330811115306,0.5571967204673013,0.07738661622230611,0.7794363174496278,0.02682650659443714,0.7304831874983858,0.024733757695668,0.8378098966174846,0.05523308934401586,0.1715863269596606,0.01764086579351308,0.051627783325966445,0.0028144326781050603
LightGBM,lightgbm_07,7,"{""learning_rate"":0.03,""max_depth"":4,""n_estimators"":500,""num_leaves"":15}",861182c82a57d404019640da338a3e620950dbc017d4a673a0973a846a78d794,ok,,15,False,mean_auroc,0.8306884690457977,0.022582946764889308,0.7752691850938541,0.042530268375942086,0.5505383701877086,0.08506053675188416,0.779116352852112,0.024069369240476642,0.7287044041311003,0.027724705552338406,0.8386831275720166,0.04243240561819503,0.1641484989883451,0.012192358640028189,0.049502274917904286,0.0019300425054804705
LightGBM,lightgbm_08,8,"{""learning_rate"":0.05,""max_depth"":4,""n_estimators"":500,""num_leaves"":15}",fc68aa58fed0484719b3e6282076bcde9b6f735f34e620d55620c1f03cb54882,ok,,15,False,mean_auroc,0.8294387819696503,0.02459036818570211,0.775405564720669,0.043250883347960095,0.5508111294413377,0.08650176669592019,0.7740430509631431,0.020070600697901033,0.7302663204585299,0.028262087862521146,0.8247716551239589,0.03254769011490959,0.1710543517687134,0.014468097841625125,0.049363466740275426,0.0016400330288450125
LightGBM,lightgbm_09,9,"{""learning_rate"":0.03,""max_depth"":5,""n_estimators"":500,""num_leaves"":63}",a2249cb1e9a14a99987779a050823b55e2ccafb12da195b6b9dd7aed7c7e5344,ok,,15,False,mean_auroc,0.8333890936966626,0.024252162027180092,0.7784448904637038,0.04503425245770305,0.5568897809274077,0.09006850491540609,0.7812350488108584,0.027224979886332667,0.7343872033355011,0.02947807581680167,0.8362240289069558,0.04594965987384841,0.16553952786087323,0.014743652524166252,0.06218062505746881,0.0025821933886174438
LightGBM,lightgbm_10,10,"{""learning_rate"":0.05,""max_depth"":5,""n_estimators"":500,""num_leaves"":63}",2155d7ea03cac9a96af07abd8fcf53d5bea97d46b76c84e27546eecf6a5e6af1,ok,,15,False,mean_auroc,0.8315633048542782,0.023812739884816265,0.7787799130594364,0.04039754368595623,0.5575598261188728,0.08079508737191246,0.7755221210818061,0.026924096581547898,0.7344813108232953,0.03030535320367062,0.8239385727190606,0.05181100149783979,0.1756450868820155,0.017138571503871578,0.06126622233229379,0.003102916069020901
LightGBM,lightgbm_11,11,"{""learning_rate"":0.03,""max_depth"":7,""n_estimators"":500,""num_leaves"":63}",d51a9706d25408353abaaf39b6db47b9556d5f05c59cd09c64879ee2a5ac043e,ok,,15,False,mean_auroc,0.832438018258644,0.0210748227583597,0.7762543213326106,0.036752287581802066,0.5525086426652214,0.07350457516360415,0.7750607704209241,0.028721035553599634,0.7289603991713737,0.02505976453289082,0.8296998895914884,0.05608603066711949,0.17244348548982258,0.016079797207671026,0.08477350819933539,0.006329175897948293
LightGBM,lightgbm_12,12,"{""learning_rate"":0.05,""max_depth"":7,""n_estimators"":500,""num_leaves"":63}",a1d81831a5056b4545f3edb807ad0835e39f3f4ebcfb80397df2a461385c648b,ok,,15,False,mean_auroc,0.8320233856536877,0.025198302785962735,0.7795164203035142,0.0378081547672836,0.5590328406070282,0.0756163095345672,0.7794286910768388,0.031081651042390638,0.7339189965587483,0.029754798546516505,0.8337448559670783,0.059736103303970126,0.1828431765356186,0.02054891677652529,0.08366975833196193,0.005940147909135769
CatBoost,catboost_01,1,"{""depth"":4,""iterations"":300,""learning_rate"":0.03}",8268fb171abbd264e63cf15afb96723f0096c315ac294505b491ceee24c1242a,ok,,15,False,mean_auroc,0.8382642486020923,0.020271725057037948,0.7855282151090716,0.0438450930155774,0.5710564302181436,0.08769018603115479,0.7912846147889158,0.016267020930387545,0.7212773246264066,0.022429387228861182,0.8777677406403693,0.03391583908688618,0.1562706439405019,0.007720338250763705,0.3360978472046554,0.02174466652139648
CatBoost,catboost_02,2,"{""depth"":4,""iterations"":300,""learning_rate"":0.05}",f3c7d69f2d83763a304e3f6c4e4cdbc8d45cd5f435549c5e6c504731e1a57159,ok,,15,False,mean_auroc,0.8359165512818991,0.023696180611833345,0.7806221017882774,0.04560596491749372,0.5612442035765548,0.09121192983498744,0.7920372669843453,0.017615141641692728,0.7256015115891981,0.019142635357397905,0.8728896918598815,0.03371592121825074,0.15828051099505727,0.010544461549962516,0.33334297220377873,0.021098294582638098
CatBoost,catboost_03,3,"{""depth"":5,""iterations"":300,""learning_rate"":0.03}",7344c102dd8b92a823cf63300dd413a1578620c69727c20d5e7830d4e6a310e8,ok,,15,False,mean_auroc,0.8396827324636233,0.02044951761059718,0.7870908522516398,0.04255015755122716,0.5741817045032797,0.08510031510245432,0.7959421794577434,0.021920380247291215,0.7194616442248942,0.017584173260268125,0.892431998394058,0.049579270916820205,0.15531242712276552,0.00782638682544211,0.4896454054668235,0.0329526854618079
CatBoost,catboost_04,4,"{""depth"":5,""iterations"":300,""learning_rate"":0.05}",f6e9ee76d5d31928889558f19cf7133abd5a66fe074397deff7cfa6863a807bf,ok,,15,False,mean_auroc,0.8371446846557195,0.021323609522750926,0.7831339352141738,0.04387996093740309,0.5662678704283477,0.08775992187480618,0.79635775359214,0.01574674675816238,0.7278258568022393,0.01836732155381577,0.8802168021680217,0.03258403049237933,0.15798046390884282,0.009716678835774055,0.49325177766537914,0.035284718601197265
CatBoost,catboost_05,5,"{""depth"":6,""iterations"":300,""learning_rate"":0.03}",af5fd43222040c4806fa671c23d34f36a6aee7928e88ed74b635705162284296,ok,,15,False,mean_auroc,0.8432972383244081,0.017979216634510548,0.7950392696703172,0.03842847458344897,0.5900785393406346,0.07685694916689793,0.7971018069510571,0.014102989906488762,0.7231317168248135,0.01757503453045905,0.8891699287363245,0.03374071060587205,0.1540718537638902,0.007251113470513306,0.7908972667297348,0.05475984391127216
CatBoost,catboost_06,6,"{""depth"":6,""iterations"":300,""learning_rate"":0.05}",aba9a6a5272f35ba788a0da71ee23d8931f38b3f038a8993f5203253455b63b3,ok,,15,False,mean_auroc,0.8396300790491817,0.02196595840010856,0.788411623271625,0.040827740196369554,0.5768232465432497,0.08165548039273911,0.7929386489287412,0.019291739962895963,0.7225324127547442,0.018065555095356286,0.8793937569005319,0.03505229772455205,0.15811596570858946,0.010966142857861422,0.7741401082642067,0.05000863173147456
CatBoost,catboost_07,7,"{""depth"":4,""iterations"":500,""learning_rate"":0.03}",9f7f5a7749bacc12817ad34fe218b53d68ca0bf94034884785c550ff972bca77,ok,,15,False,mean_auroc,0.837996735164916,0.024551179201314402,0.7857938632561005,0.045863859032384546,0.5715877265122006,0.09172771806476909,0.7895175573047628,0.019303873271153762,0.7268223161391203,0.0245013997545363,0.8655625815517415,0.037615489831084786,0.15754691202595808,0.010759915891735717,0.550233130727429,0.03586696110379181
CatBoost,catboost_08,8,"{""depth"":4,""iterations"":500,""learning_rate"":0.05}",7e54874d68471866fc2dea850b042e836fd99cd4b9adce3432f19d9edc433c4f,ok,,15,False,mean_auroc,0.8334506161203561,0.02620700020912624,0.7803047112187634,0.046705587826441894,0.5606094224375268,0.0934111756528838,0.7844785128834462,0.020438538143399087,0.7246171452658372,0.02329622800124702,0.8557663354411322,0.028007486881561898,0.16273133568558917,0.013626556426065988,0.5557893333258107,0.03775775325446621
CatBoost,catboost_09,9,"{""depth"":5,""iterations"":500,""learning_rate"":0.03}",5626fbcce60b1b7acd3fef784bb2e22597944255aec5142d0ed668e0a8a1547d,ok,,15,False,mean_auroc,0.8400933620006793,0.023017402875885128,0.7872340471873893,0.04675231767094077,0.5744680943747785,0.09350463534188154,0.792340717230287,0.017912100656154856,0.7223341189204824,0.013977256741770156,0.8785707116330422,0.04057668884736887,0.1567772157759086,0.010157378719107074,0.8167448221395414,0.0569840437573954
CatBoost,catboost_10,10,"{""depth"":5,""iterations"":500,""learning_rate"":0.05}",0ecb3f0f0e439dfbd719fe6d2c81a734bdf3f58eb244bbe5420470e981f45b5f,ok,,15,False,mean_auroc,0.8343930084220376,0.024302004750327136,0.7848717736942088,0.044787937407334444,0.5697435473884174,0.08957587481466889,0.7933619267275073,0.017015817715865772,0.7273125923797656,0.019128604478068568,0.8736826257151461,0.03375712442951489,0.16396807059133245,0.012760737278949537,0.8209420056082308,0.053757166050079165
CatBoost,catboost_11,11,"{""depth"":6,""iterations"":500,""learning_rate"":0.03}",21193840468b45a86cb799f15b59598d7fc59bae066fd99ea4430850dec77df7,ok,,15,False,mean_auroc,0.8422224440607906,0.020276044211016093,0.7918492455293593,0.04033734799406246,0.5836984910587184,0.08067469598812492,0.7953168236581013,0.015498670959474646,0.726730580544538,0.018944597790182083,0.8793536083508984,0.03304937748851341,0.15698141989747028,0.009917665229627724,1.2741277416741166,0.08562887930934172
CatBoost,catboost_12,12,"{""depth"":6,""iterations"":500,""learning_rate"":0.05}",1f3ccbfc9c05be66c00da5f7671c9673baab6e5192475319006289f5a8ad43cf,ok,,15,False,mean_auroc,0.837398587057569,0.023521886878490182,0.7874996617120242,0.042530932677714725,0.5749993234240485,0.08506186535542945,0.7895769404103684,0.0219254341990261,0.7227346039674176,0.020409272183632417,0.8712536384623105,0.04167062728776548,0.16417007135346803,0.013263464523282933,1.2801205721179334,0.08489701906833064
